CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
01073011111,Alabama,Jefferson County,1,8018,2966,0,37,0.46,0,0,0,0,0,0,8.9,93425,1,1,1,1,1,0,0,0,4288,5923,4288,928,1266,928,5923,73.87,1266,15.79,1515,18.90,656,8.18,5160,64.35,583,7.27,83,1.03,4,0.05,6,0.07,88,1.09,63,0.79,45,1.53,154,5.21,4288,53.48,928,11.58,1097,13.68,468,5.83,3849,48.00,312,3.89,70,0.88,4,0.05,6,0.07,47,0.58,35,0.43,26,0.87,111,3.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1893,2018,942,6722,1027,100,4,11,154,118,83,219
01073011205,Alabama,Jefferson County,1,2087,845,0,0,0.00,0,0,0,0,0,0,5.1,77552,1,1,1,1,1,0,0,0,1113,1829,1113,263,432,263,1829,87.64,432,20.69,406,19.45,316,15.12,1473,70.57,263,12.59,5,0.24,3,0.12,7,0.34,79,3.79,96,4.58,17,1.97,55,6.55,1113,53.32,263,12.59,244,11.70,159,7.64,853,40.89,217,10.38,2,0.10,2,0.10,0,0.01,38,1.84,39,1.88,10,1.16,33,3.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,512,447,380,1709,272,5,3,9,89,104,19,63
01073011206,Alabama,Jefferson County,1,5686,2094,0,0,0.00,0,0,0,0,0,0,11.0,79199,1,1,1,1,1,0,0,0,5587,5680,5587,1282,1294,1282,5680,99.90,1294,22.75,1320,23.22,707,12.43,4922,86.57,618,10.87,31,0.55,1,0.02,7,0.12,101,1.78,109,1.92,37,1.74,226,10.80,5587,98.25,1282,22.55,1298,22.83,690,12.13,4831,84.97,615,10.82,31,0.54,1,0.02,7,0.12,101,1.78,109,1.92,36,1.70,223,10.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1252,1322,708,4928,618,31,1,7,101,109,34,220
01073011207,Alabama,Jefferson County,1,5010,1826,0,0,0.00,1,1,1,0,0,1,16.0,55101,1,1,1,1,1,0,0,0,4613,5010,4613,1623,1819,1623,5010,100.00,1819,36.31,1557,31.08,400,7.98,1659,33.11,3211,64.09,18,0.36,0,0.00,10,0.20,112,2.24,99,1.98,7,0.40,342,18.76,4613,92.07,1623,32.40,1438,28.70,379,7.57,1479,29.51,3005,59.98,18,0.35,0,0.00,8,0.16,103,2.07,85,1.70,6,0.34,318,17.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2037,1557,400,1659,3211,18,0,10,112,99,8,344
01073011208,Alabama,Jefferson County,1,3975,1425,0,0,0.00,0,0,0,0,0,0,7.1,78315,1,1,1,1,1,0,0,0,1759,3349,1759,348,649,348,3349,84.26,649,16.34,859,21.62,321,8.09,2576,64.81,681,17.13,21,0.54,0,0.00,10,0.25,61,1.54,88,2.20,0,0.00,83,5.79,1759,44.26,348,8.74,445,11.20,187,4.70,1386,34.86,331,8.33,8,0.20,0,0.00,4,0.10,31,0.77,49,1.22,0,0.00,44,3.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,857,1008,354,3079,764,23,0,15,94,97,0,103
01073011209,Alabama,Jefferson County,1,3221,1251,0,6,0.19,1,1,1,0,0,1,32.1,42227,1,1,1,1,1,0,0,0,2619,3221,2619,1414,1582,1414,3221,100.00,1582,49.11,962,29.87,282,8.76,801,24.87,2306,71.59,5,0.16,1,0.03,2,0.06,106,3.29,107,3.32,85,6.80,387,30.93,2619,81.31,1414,43.90,772,23.97,262,8.12,678,21.06,1859,57.71,4,0.12,0,0.01,1,0.03,77,2.39,76,2.36,79,6.29,314,25.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1759,962,282,801,2306,5,1,2,106,107,84,399
01073011210,Alabama,Jefferson County,1,3820,1477,0,0,0.00,1,1,1,0,0,1,33.3,39643,1,1,1,1,1,0,0,0,3647,3802,3647,2121,2211,2121,3802,99.53,2211,57.87,1269,33.21,239,6.27,1401,36.68,2146,56.18,16,0.42,5,0.13,10,0.26,224,5.86,246,6.44,71,4.80,560,37.94,3647,95.46,2121,55.51,1230,32.20,222,5.81,1284,33.62,2118,55.45,15,0.40,5,0.13,10,0.26,214,5.61,229,6.00,68,4.61,538,36.40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2539,1275,240,1419,2146,16,5,10,224,246,77,586
01073011301,Alabama,Jefferson County,0,3621,1360,0,0,0.00,0,0,0,0,0,1,23.0,65250,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3621,99.99,1339,36.97,873,24.11,510,14.08,3048,84.17,410,11.32,5,0.14,1,0.03,21,0.58,136,3.76,196,5.41,43,3.13,245,18.04,3582,98.92,1325,36.60,866,23.90,497,13.73,3009,83.10,410,11.32,5,0.14,1,0.03,21,0.58,136,3.76,196,5.41,42,3.08,242,17.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1213,873,510,3048,410,5,1,21,136,196,38,223
01073011302,Alabama,Jefferson County,0,6267,2300,0,0,0.00,0,0,0,0,0,0,6.7,78534,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,6267,100.00,1300,20.74,1645,26.25,747,11.92,6064,96.76,107,1.71,20,0.32,0,0.00,20,0.32,56,0.89,47,0.75,71,3.07,205,8.93,6260,99.89,1299,20.72,1643,26.22,746,11.90,6057,96.65,107,1.71,20,0.32,0,0.00,20,0.32,56,0.89,47,0.75,71,3.07,205,8.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1344,1645,747,6064,107,20,0,20,56,47,71,206
01073011400,Alabama,Jefferson County,0,6581,2578,0,4,0.06,0,0,0,0,1,0,12.9,57143,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,5953,90.46,1985,30.17,1348,20.49,848,12.88,5457,82.92,376,5.71,8,0.13,6,0.09,23,0.34,84,1.27,47,0.71,131,5.08,286,11.08,4947,75.17,1580,24.01,1142,17.36,682,10.36,4645,70.58,210,3.19,6,0.09,6,0.09,19,0.29,62,0.94,37,0.56,83,3.22,232,9.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2302,1498,943,5965,466,17,6,24,103,55,187,345
01073011500,Alabama,Jefferson County,0,5902,2207,0,0,0.00,0,0,0,0,0,0,6.9,65507,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,5902,100.00,1686,28.57,1411,23.91,934,15.83,5820,98.61,17,0.29,4,0.07,1,0.02,22,0.37,38,0.64,27,0.46,23,1.05,143,6.48,5821,98.63,1670,28.30,1394,23.63,916,15.51,5739,97.24,17,0.29,4,0.07,1,0.02,22,0.37,38,0.64,27,0.46,22,0.99,141,6.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1523,1411,934,5820,17,4,1,22,38,27,23,138
01073011600,Alabama,Jefferson County,0,4027,1494,0,0,0.00,0,0,0,0,0,0,13.9,71786,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,4027,100.00,1317,32.70,1059,26.30,514,12.76,3704,91.98,233,5.79,9,0.22,1,0.02,26,0.65,54,1.34,31,0.77,89,5.97,206,13.81,4027,100.00,1317,32.70,1059,26.30,514,12.76,3704,91.98,233,5.79,9,0.22,1,0.02,26,0.65,54,1.34,31,0.77,89,5.97,206,13.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1096,1059,514,3704,233,9,1,26,54,31,74,194
01073011703,Alabama,Jefferson County,1,9111,3882,0,28,0.31,0,0,0,0,1,0,8.0,78032,1,1,1,1,1,0,0,1,5903,7914,5903,956,1565,956,7914,86.87,1565,17.17,1753,19.24,1205,13.23,6684,73.37,946,10.38,100,1.09,2,0.02,21,0.23,162,1.78,138,1.52,157,4.05,116,3.00,5903,64.79,956,10.49,1360,14.93,823,9.03,4923,54.03,774,8.50,77,0.84,2,0.02,12,0.13,117,1.28,90,0.99,96,2.48,86,2.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2099,2006,1395,7711,1062,125,2,23,188,162,228,135
01073011704,Alabama,Jefferson County,0,3984,1505,0,14,0.35,0,0,0,0,0,0,7.2,85563,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3984,100.00,833,20.91,849,21.31,627,15.74,3874,97.24,44,1.10,28,0.70,0,0.00,11,0.28,27,0.68,26,0.65,18,1.22,28,1.89,3984,100.00,833,20.91,849,21.31,627,15.74,3874,97.24,44,1.10,28,0.70,0,0.00,11,0.28,27,0.68,26,0.65,18,1.22,28,1.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,776,849,627,3874,44,28,0,11,27,26,15,26
01073011705,Alabama,Jefferson County,1,7695,2974,0,135,1.75,0,0,0,0,0,0,15.1,72024,1,1,1,1,1,0,0,0,4833,7111,4833,970,1381,970,7111,92.41,1381,17.94,1578,20.50,1413,18.36,6264,81.41,372,4.83,43,0.56,7,0.09,18,0.23,407,5.29,739,9.61,70,2.34,182,6.12,4833,62.81,970,12.61,1091,14.18,851,11.06,4245,55.16,310,4.03,26,0.33,4,0.05,6,0.08,242,3.14,463,6.02,49,1.65,122,4.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1442,1680,1588,6817,381,46,7,21,423,751,76,194
01073011706,Alabama,Jefferson County,0,2394,910,0,0,0.00,0,0,0,0,0,1,14.7,53102,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2379,99.36,932,38.94,582,24.32,343,14.33,2077,86.77,89,3.71,1,0.04,0,0.00,16,0.67,195,8.17,219,9.17,60,6.58,83,9.07,2343,97.88,918,38.36,573,23.95,338,14.12,2051,85.68,87,3.65,1,0.04,0,0.00,16,0.66,188,7.85,212,8.84,59,6.47,81,8.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,926,585,345,2092,89,1,0,16,196,220,58,80
01073011802,Alabama,Jefferson County,1,7512,2884,0,125,1.66,1,1,1,1,1,1,30.6,50027,1,1,1,1,1,0,0,1,2458,5815,2458,1088,2396,1088,5815,77.41,2396,31.90,1650,21.97,780,10.38,2626,34.96,2905,38.68,30,0.40,3,0.05,17,0.23,232,3.09,222,2.95,207,7.17,307,10.65,2458,32.72,1088,14.48,738,9.83,289,3.85,1111,14.79,1210,16.11,18,0.24,3,0.04,4,0.05,112,1.49,97,1.29,85,2.94,118,4.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3020,2148,1011,3100,4008,33,4,19,348,387,321,409
01073011803,Alabama,Jefferson County,1,4802,1778,0,0,0.00,1,1,1,1,1,1,26.9,48619,1,1,1,1,1,0,0,1,659,3546,659,192,1469,192,3546,73.84,1469,30.58,1177,24.52,305,6.36,727,15.13,2716,56.56,6,0.13,0,0.00,14,0.28,84,1.74,68,1.43,116,6.52,346,19.47,659,13.73,192,3.99,245,5.11,32,0.66,93,1.93,547,11.39,0,0.00,0,0.00,0,0.00,20,0.41,14,0.29,28,1.57,71,3.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2409,1514,458,1148,3502,10,0,15,127,110,137,467
01073011804,Alabama,Jefferson County,1,2978,1153,0,0,0.00,1,1,1,0,0,1,23.3,63750,1,1,1,1,1,0,0,0,1574,2672,1574,630,1147,630,2672,89.72,1147,38.50,733,24.61,282,9.46,548,18.39,2005,67.34,15,0.50,0,0.00,5,0.17,99,3.32,78,2.61,66,5.74,197,17.06,1574,52.85,630,21.16,437,14.66,140,4.70,251,8.43,1268,42.59,7,0.24,0,0.00,3,0.12,44,1.47,19,0.65,23,1.98,118,10.20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1167,821,333,678,2169,15,1,5,110,95,55,215
01073011901,Alabama,Jefferson County,0,2957,1231,0,127,4.29,0,0,0,1,1,1,26.8,34559,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,2933,99.18,1723,58.27,649,21.95,536,18.11,1704,57.63,759,25.66,3,0.10,13,0.43,19,0.64,435,14.72,541,18.31,132,10.75,303,24.62,2569,86.88,1497,50.62,559,18.91,499,16.88,1500,50.72,706,23.87,3,0.09,2,0.08,15,0.49,344,11.62,420,14.19,121,9.80,272,22.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1520,655,539,1723,761,3,13,19,438,545,112,268
01073011904,Alabama,Jefferson County,1,2337,892,0,0,0.00,1,1,1,0,0,1,15.9,53250,1,1,1,1,1,0,0,0,1986,2312,1986,1001,1153,1001,2312,98.95,1153,49.32,507,21.70,400,17.11,129,5.54,2143,91.70,0,0.00,1,0.04,4,0.17,35,1.50,31,1.33,47,5.24,110,12.31,1986,84.99,1001,42.83,401,17.14,362,15.51,65,2.80,1890,80.87,0,0.00,1,0.04,2,0.09,28,1.19,16,0.69,44,4.93,95,10.70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1164,510,404,137,2160,0,1,4,35,31,47,110
01073012001,Alabama,Jefferson County,0,4408,1681,0,90,2.04,0,0,0,0,0,0,13.2,66397,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,4363,98.97,1300,29.49,953,21.61,674,15.30,1919,43.54,2297,52.12,14,0.32,0,0.00,11,0.25,122,2.76,100,2.26,25,1.46,208,12.37,3638,82.54,1149,26.07,814,18.46,551,12.51,1754,39.79,1750,39.70,10,0.23,0,0.00,10,0.22,115,2.60,98,2.22,25,1.46,171,10.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1394,961,684,1933,2328,14,0,11,122,100,25,215
01073012002,Alabama,Jefferson County,1,6387,2730,0,0,0.00,0,0,0,0,0,0,10.2,72282,1,1,1,1,1,0,0,0,3017,4918,3017,940,1392,940,4918,77.00,1392,21.79,1036,16.23,699,10.94,3012,47.17,1743,27.29,47,0.74,0,0.00,16,0.25,99,1.55,114,1.79,49,1.78,188,6.89,3017,47.23,940,14.72,635,9.95,435,6.81,1564,24.49,1370,21.45,29,0.45,0,0.00,11,0.17,43,0.67,56,0.88,24,0.88,113,4.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2279,1381,864,3983,2138,63,4,27,172,194,68,283
01073012103,Alabama,Jefferson County,0,4146,1656,0,10,0.24,0,0,0,0,0,0,16.7,61311,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3804,91.74,1047,25.24,827,19.95,639,15.41,1702,41.06,2025,48.83,3,0.07,0,0.00,8,0.19,66,1.59,54,1.31,34,2.04,271,16.39,1859,44.85,579,13.97,388,9.36,338,8.16,1042,25.14,778,18.76,3,0.07,0,0.00,5,0.12,31,0.75,30,0.73,20,1.23,135,8.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1175,891,709,1871,2187,5,0,9,74,58,38,293
01073012104,Alabama,Jefferson County,1,3024,1203,0,7,0.23,1,1,1,1,1,1,18.8,52973,1,1,1,1,1,0,0,1,1542,2732,1542,519,942,519,2732,90.33,942,31.14,621,20.53,472,15.60,1822,60.26,832,27.51,1,0.03,1,0.03,10,0.34,65,2.15,79,2.61,117,9.72,139,11.56,1542,51.00,519,17.15,355,11.76,264,8.74,1078,35.66,412,13.62,1,0.03,0,0.00,3,0.11,48,1.57,63,2.07,47,3.90,79,6.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,929,689,533,2006,934,1,1,16,66,80,113,124
01073012200,Alabama,Jefferson County,0,4160,1065,0,1534,36.88,0,0,0,0,0,0,10.8,64271,1,1,0,0,0,1,0,0,2953,2953,NULL,696,696,NULL,4160,100.00,1137,27.33,561,13.49,414,9.95,2958,71.11,1164,27.98,5,0.12,1,0.02,4,0.10,28,0.67,13,0.31,40,3.79,88,8.23,4160,100.00,1137,27.33,561,13.49,414,9.95,2958,71.11,1164,27.98,5,0.12,1,0.02,4,0.10,28,0.67,13,0.31,40,3.79,88,8.23,2953,71.00,696,16.74,308,7.41,236,5.66,1831,44.01,1101,26.47,4,0.09,1,0.02,4,0.09,13,0.32,7,0.17,11,1.01,51,4.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,772,561,414,2958,1164,5,1,4,28,13,32,80
