CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
12095012304,Florida,Orange County,1,6295,1991,0,3,0.05,0,1,0,0,0,1,21.8,41051,0,1,0,1,0,0,0,0,299,2581,299,151,1304,151,2581,41.00,1304,20.71,771,12.24,279,4.42,532,8.45,1747,27.75,98,1.56,3,0.05,13,0.20,188,2.99,352,5.60,41,2.04,276,13.84,299,4.76,151,2.40,83,1.32,35,0.55,86,1.36,169,2.69,11,0.18,0,0.01,2,0.03,31,0.49,50,0.80,5,0.23,32,1.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3584,2128,480,894,4741,172,8,21,459,786,114,772
12095012305,Florida,Orange County,1,6806,2318,0,0,0.00,1,1,1,1,1,1,24.9,38154,1,1,1,1,1,0,0,1,1974,3808,1974,1124,2168,1124,3808,55.95,2168,31.85,1110,16.31,335,4.92,907,13.33,2384,35.02,148,2.17,5,0.07,8,0.12,356,5.23,589,8.65,128,5.54,369,15.92,1974,29.01,1124,16.51,552,8.10,182,2.68,490,7.19,1229,18.06,70,1.02,1,0.02,1,0.02,183,2.69,295,4.33,68,2.92,195,8.40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4574,2022,560,1562,3897,380,6,19,942,1488,271,779
12095012306,Florida,Orange County,1,3193,978,0,31,0.97,0,0,0,0,0,0,17.3,55068,1,1,1,1,1,0,0,0,863,2949,863,346,1183,346,2949,92.36,1183,37.04,869,27.21,256,8.02,707,22.13,1846,57.81,85,2.66,10,0.31,19,0.59,283,8.86,391,12.23,29,2.95,332,33.96,863,27.02,346,10.84,258,8.09,73,2.29,185,5.81,562,17.61,22,0.68,4,0.13,7,0.22,82,2.58,101,3.17,8,0.84,94,9.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1460,953,275,749,2005,91,10,20,318,429,35,403
12095012307,Florida,Orange County,1,6194,2004,0,9,0.15,1,1,1,0,0,1,28.3,42500,1,1,1,1,1,0,0,0,811,3642,811,441,1818,441,3642,58.80,1818,29.36,1027,16.58,385,6.21,968,15.62,2331,37.64,71,1.15,0,0.00,9,0.15,263,4.25,550,8.89,74,3.68,425,21.18,811,13.09,441,7.12,261,4.21,67,1.08,219,3.53,496,8.01,10,0.15,0,0.00,2,0.03,85,1.37,133,2.15,0,0.00,87,4.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3572,1826,598,1460,4164,129,1,20,420,978,179,708
12095012401,Florida,Orange County,1,8260,3089,0,9,0.11,1,1,1,1,1,1,22.6,37746,1,1,1,1,1,0,0,1,933,6168,933,522,3455,522,6168,74.68,3455,41.83,1852,22.42,324,3.93,1338,16.20,4209,50.96,116,1.40,4,0.04,41,0.50,461,5.58,667,8.08,278,9.01,823,26.63,933,11.29,522,6.32,283,3.42,38,0.46,182,2.20,643,7.79,11,0.13,1,0.01,13,0.16,83,1.00,129,1.56,41,1.33,122,3.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5439,2536,448,1896,5551,167,4,52,590,869,374,1106
12095012402,Florida,Orange County,1,4720,2035,0,116,2.46,1,1,1,1,1,1,35.5,29831,1,1,1,1,1,0,0,1,713,2730,713,481,1842,481,2730,57.84,1842,39.02,700,14.83,274,5.80,884,18.72,1484,31.45,44,0.93,2,0.04,8,0.17,309,6.54,505,10.70,121,5.94,447,21.96,713,15.10,481,10.19,135,2.86,136,2.89,383,8.12,261,5.54,19,0.41,0,0.00,2,0.04,47,0.99,100,2.12,34,1.67,126,6.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4398,1283,485,1495,2617,64,3,12,529,944,265,980
12095012403,Florida,Orange County,1,4263,1454,0,43,1.01,1,1,1,1,1,1,20.4,50693,1,1,1,1,1,0,0,1,1095,3375,1095,605,1864,605,3375,79.16,1864,43.73,897,21.04,336,7.89,1056,24.77,2018,47.33,61,1.42,0,0.00,22,0.51,218,5.12,470,11.03,162,11.16,453,31.14,1095,25.69,605,14.19,244,5.73,148,3.48,477,11.19,530,12.43,20,0.48,0,0.00,2,0.05,66,1.54,161,3.77,53,3.68,149,10.26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3036,1149,410,1198,2690,86,0,23,266,562,258,720
12095012500,Florida,Orange County,1,2247,1062,0,55,2.45,0,0,0,0,0,0,15.0,82375,1,1,1,1,1,0,0,0,1292,1986,1292,409,629,409,1986,88.40,629,27.99,292,13.01,296,13.19,1824,81.15,71,3.16,25,1.09,1,0.06,11,0.48,55,2.45,163,7.24,83,7.84,113,10.60,1292,57.49,409,18.20,208,9.26,214,9.51,1205,53.64,45,2.01,9,0.40,1,0.04,7,0.29,25,1.10,97,4.31,54,5.06,73,6.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,696,332,327,2044,85,35,2,12,69,185,88,119
12095012600,Florida,Orange County,1,4968,2248,0,5,0.10,0,0,0,0,0,0,10.9,120388,0,1,0,1,0,0,0,0,0,2547,0,0,477,0,2547,51.27,477,9.61,526,10.58,314,6.31,2370,47.70,56,1.13,50,1.00,1,0.02,11,0.23,60,1.20,150,3.03,15,0.68,46,2.06,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1075,994,560,4603,123,90,1,21,130,284,31,89
12095012701,Florida,Orange County,1,4665,2298,0,78,1.67,0,0,0,0,0,0,7.0,118884,0,1,0,1,0,0,0,0,NULL,3435,NULL,NULL,548,NULL,3435,73.63,548,11.74,569,12.19,315,6.75,3093,66.29,144,3.09,86,1.85,1,0.02,5,0.10,106,2.28,249,5.35,0,0.00,67,2.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,656,781,434,4217,171,123,2,7,145,331,0,91
12095012800,Florida,Orange County,1,3688,1562,0,0,0.00,0,0,0,0,0,0,3.0,139896,1,1,1,1,1,0,0,0,1138,3417,1138,234,519,234,3417,92.65,519,14.08,751,20.37,564,15.30,3271,88.69,25,0.68,56,1.52,0,0.00,9,0.24,56,1.52,145,3.93,67,4.26,59,3.81,1138,30.85,234,6.35,269,7.30,189,5.13,1099,29.79,3,0.08,15,0.42,0,0.00,3,0.09,17,0.47,64,1.72,26,1.65,19,1.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,572,801,610,3531,25,62,0,9,61,165,73,63
12095012900,Florida,Orange County,1,3197,1608,0,0,0.00,0,0,0,0,0,0,7.4,86250,0,1,0,1,0,0,0,0,NULL,1935,NULL,NULL,220,NULL,1935,60.54,220,6.88,317,9.92,259,8.10,1703,53.27,45,1.40,75,2.34,2,0.08,11,0.34,99,3.10,169,5.28,10,0.62,15,0.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,330,499,371,2667,174,148,3,16,189,405,20,22
12095013201,Florida,Orange County,1,4358,1519,0,49,1.12,1,1,1,0,0,1,17.9,44444,1,1,1,1,1,0,0,0,1085,3678,1085,554,1761,554,3678,84.39,1761,40.41,852,19.56,474,10.87,2660,61.03,227,5.21,103,2.36,2,0.05,13,0.29,673,15.45,2189,50.22,47,3.12,458,30.14,1085,24.89,554,12.71,241,5.54,141,3.24,811,18.61,45,1.02,36,0.84,0,0.01,3,0.07,189,4.34,588,13.48,18,1.19,135,8.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2356,993,550,3120,276,130,2,17,813,2643,55,555
12095013202,Florida,Orange County,1,5126,1863,0,18,0.35,1,1,1,1,1,1,19.9,38317,1,1,1,1,1,0,0,1,2159,4669,2159,1127,2436,1127,4669,91.08,2436,47.53,1173,22.88,396,7.73,2988,58.29,633,12.34,213,4.15,7,0.14,6,0.11,823,16.06,2797,54.57,161,8.66,560,30.07,2159,42.12,1127,21.98,554,10.82,121,2.36,1310,25.55,355,6.92,82,1.59,5,0.10,1,0.01,407,7.95,1249,24.36,79,4.22,273,14.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3447,1278,446,3292,684,272,7,9,862,3000,197,684
12095013300,Florida,Orange County,1,6451,2613,0,107,1.66,0,1,0,1,1,1,26.9,40656,0,1,0,1,0,0,0,1,3,3343,3,2,1718,2,3343,51.82,1718,26.63,654,10.14,569,8.83,2389,37.03,257,3.98,52,0.80,13,0.20,20,0.31,613,9.50,1568,24.31,197,7.53,362,13.86,3,0.05,2,0.03,1,0.01,0,0.00,1,0.02,0,0.01,0,0.00,0,0.00,0,0.00,1,0.02,2,0.03,0,0.01,0,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3781,1265,1118,4768,461,94,16,38,1074,2723,414,695
12095013402,Florida,Orange County,1,2904,1010,0,0,0.00,0,1,0,0,0,1,18.3,45014,0,1,0,1,0,0,0,0,NULL,1307,NULL,NULL,642,NULL,1307,45.00,642,22.10,334,11.50,145,5.00,894,30.80,106,3.67,28,0.98,0,0.01,4,0.14,273,9.40,771,26.53,14,1.34,100,9.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1690,707,323,2031,278,71,1,19,504,1584,33,245
12095013403,Florida,Orange County,1,3390,1152,0,0,0.00,0,1,0,1,1,1,27.7,43981,0,1,0,1,0,0,0,1,178,3390,178,105,1785,105,3390,100.00,1785,52.66,895,26.40,365,10.77,2150,63.42,357,10.53,44,1.30,0,0.00,46,1.36,793,23.39,2119,62.51,133,11.53,304,26.37,178,5.26,105,3.11,42,1.24,19,0.55,125,3.69,13,0.38,3,0.10,0,0.00,1,0.03,36,1.05,108,3.18,9,0.77,16,1.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2042,895,365,2150,357,44,0,46,793,2119,145,317
12095013405,Florida,Orange County,1,2055,792,0,0,0.00,0,1,0,0,0,1,33.0,33333,0,1,0,1,0,0,0,0,NULL,1119,NULL,NULL,697,NULL,1119,54.47,697,33.91,360,17.50,93,4.51,627,30.53,154,7.50,31,1.50,1,0.03,6,0.31,300,14.60,759,36.91,30,3.79,106,13.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1380,604,163,1216,285,43,2,20,489,1296,63,223
12095013406,Florida,Orange County,1,3464,1282,0,0,0.00,0,1,0,0,0,1,21.6,45398,0,1,0,1,0,0,0,0,NULL,1629,NULL,NULL,865,NULL,1629,47.04,865,24.96,359,10.37,189,5.46,1054,30.42,128,3.69,33,0.97,3,0.08,15,0.44,396,11.44,1143,33.00,57,4.41,130,10.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1967,762,414,2304,358,78,4,24,696,2312,133,305
12095013503,Florida,Orange County,1,2157,929,0,0,0.00,0,0,0,0,0,1,32.3,30000,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1656,527,117,1263,454,32,0,20,388,1327,211,368
12095013505,Florida,Orange County,1,3968,1710,0,0,0.00,0,1,0,1,1,1,29.1,40458,0,1,0,1,0,0,0,1,NULL,2964,NULL,NULL,1601,NULL,2964,74.71,1601,40.34,680,17.13,584,14.71,2121,53.46,312,7.86,45,1.13,1,0.03,18,0.45,467,11.78,1620,40.82,114,6.66,369,21.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2550,846,800,2799,420,62,1,20,666,2196,178,577
12095013507,Florida,Orange County,1,5957,2696,0,0,0.00,1,1,1,1,1,1,21.9,43551,1,1,1,1,1,0,0,1,2597,5584,2597,1119,2407,1119,5584,93.74,2407,40.41,1285,21.58,221,3.71,3607,60.54,798,13.40,185,3.10,3,0.05,25,0.42,966,16.22,3047,51.15,121,4.48,469,17.40,2597,43.59,1119,18.79,678,11.39,87,1.45,1650,27.70,369,6.20,74,1.24,2,0.04,14,0.23,487,8.18,1580,26.53,54,2.00,209,7.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3171,1360,256,3888,836,191,3,26,1013,3193,145,563
12095013508,Florida,Orange County,1,1968,876,0,0,0.00,0,0,0,0,0,1,30.9,28188,0,0,0,0,0,0,0,0,NULL,28,NULL,NULL,18,NULL,28,1.43,18,0.91,8,0.40,1,0.05,19,0.95,8,0.39,0,0.00,0,0.00,0,0.00,2,0.09,12,0.59,1,0.14,4,0.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1823,475,70,1078,280,28,5,15,562,1356,124,442
12095013509,Florida,Orange County,1,1128,614,0,0,0.00,0,0,0,0,0,0,16.4,53971,0,1,0,1,0,0,0,0,NULL,1047,NULL,NULL,441,NULL,1047,92.81,441,39.14,123,10.89,272,24.12,839,74.41,99,8.76,19,1.68,0,0.00,2,0.16,88,7.81,348,30.83,35,5.64,42,6.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,544,132,298,905,105,21,0,2,95,370,39,47
12095013510,Florida,Orange County,1,1946,1004,0,0,0.00,0,1,0,0,0,1,20.2,27303,0,1,0,1,0,0,0,0,NULL,1063,NULL,NULL,555,NULL,1063,54.63,555,28.51,178,9.13,54,2.77,657,33.74,172,8.86,20,1.05,0,0.00,4,0.20,210,10.77,606,31.12,42,4.22,100,9.97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1156,329,131,1241,310,40,0,8,347,1049,85,201
12095013511,Florida,Orange County,1,4492,1746,0,0,0.00,0,1,0,0,0,1,37.4,38203,0,1,0,1,0,0,0,0,NULL,2444,NULL,NULL,1393,NULL,2444,54.42,1393,31.01,494,10.99,509,11.33,1989,44.28,143,3.18,62,1.38,0,0.00,11,0.24,239,5.33,1096,24.40,86,4.90,316,18.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3015,950,806,3618,245,104,0,28,497,2231,136,602
